Message,Label
Your mailbox exceeded quota. Follow https://secure-login.net/login?id=59774 to avoid losing emails.,Attack
Let's schedule 1:1 next week to discuss career goals and development.,No Attack
"You've been pre-approved for an exclusive offer. I need your details to process it at https://safe-verify.org/verify?id=38560.

Thanks, Team",Attack
Your mailbox exceeded quota. Follow https://secure-login.net/claim?id=98358 to avoid losing emails.,Attack
"Hey, it's Lee Khan from Notion. I need your help urgently with the research notes — can you share your login so I can finish this now?",Attack
Immediate action required: confirm your credentials at https://trust-pay.io/claim?id=58915 to prevent account suspension.,Attack
"Urgent: Hey, it's Sanjay Singh from Globex. I need your help urgently with the product spec — can you share your login so I can finish this now?",Attack
Would you be able to share the meeting minutes from last week?,No Attack
Important: There was a policy change affecting your account. Please confirm your SSN and DOB at https://trust-pay.io/auth?id=86939,Attack
"Please read: Hey, it's Shawn Kapoor from Innotech. I need your help urgently with the Q3 deliverables — can you share your login so I can finish this now?",Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://safe-verify.org/login?id=47274 and provide your details to claim it.,Attack
The boss is furious about the product spec. Can you send me the latest files so I can fix this before the meeting?,Attack
Please read: I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://trust-pay.io/claim?id=74454,Attack
"Thanks again for covering my shift — I owe you one.

Best,
Sanjay",No Attack
I saw a weird transaction on your account. Confirm your payment details here: https://secure-login.net/login?id=14722,Attack
"I heard there may be layoffs... Are you okay? If so, share your personal email so I can tell you privately...",Attack
I found something alarming about your account — please confirm your banking details at https://notion.so/secure?id=39188.,Attack
Your mailbox exceeded quota. Follow https://example.com/login?id=51053 to avoid losing emails.,Attack
"I saw a weird transaction on your account. Confirm your payment details here: https://safe-verify.org/login?id=96154

Thanks, Admin",Attack
Appreciate your input on the doc — minor edits only.,No Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Notion. I promise it's quick.",Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now...",Attack
We need to verify your identity before payroll — confirm details at https://notion.so/confirm?id=44664,Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
I'd love your feedback on the new template when you have time.,No Attack
Can we postpone the meeting to Thursday? I have a conflict.,No Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
"Thanks for the great work on the Q3 deliverables. Let's celebrate at lunch on Friday.

Best,
Avery",No Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Astra Systems. I promise it's quick.",Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://trust-pay.io/secure?id=83783.,Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Nimbus Labs. I promise it's quick.

Thanks, Sam",Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://trust-pay.io/confirm?id=74106 and provide your details to claim it.,Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
Important: Huge congratulations! You've been selected for an exclusive reward. Click https://safe-verify.org/login?id=38043 and provide your details to claim it.,Attack
Can we postpone the meeting to Thursday? I have a conflict.,No Attack
"Let's schedule 1:1 next week to discuss career goals and development.

Best,
Anita",No Attack
Important: I've been assigned to audit the sales pipeline; share the files and I'll mark them confidential...,Attack
Can you do me a favour? This is super important to me — send over the client list and I'll handle the rest.,Attack
Can we postpone the meeting to Thursday? I have a conflict.,No Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
Thanks for the great work on the confidential roadmap. Let's celebrate at lunch on Friday.,No Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
The boss is furious about the research notes. Can you send me the latest files so I can fix this before the meeting?,Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
Can we postpone the meeting to Thursday? I have a conflict. Let me know if that works.,No Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://acme-corp.com/secure?id=80504 and provide your details to claim it.,Attack
Would you be able to share the meeting minutes from last week?,No Attack
"Urgent: I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://notion.so/reset?id=63269,Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
Reminder: the team meeting is at 10 AM. Agenda: Q3 deliverables status and next steps.,No Attack
We need to verify your identity before payroll — confirm details at https://safe-verify.org/secure?id=74237,Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
I'm really worried about your account — we saw suspicious activity... Please verify your credentials immediately here: https://notion...so/docs?id=80747,Attack
We need to verify your identity before payroll — confirm details at https://acme-corp.com/claim?id=23256,Attack
The boss is furious about the financial forecast. Can you send me the latest files so I can fix this before the meeting? Can you confirm?,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://secure-login.net/verify?id=29973,Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
The boss is furious about the sales pipeline. Can you send me the latest files so I can fix this before the meeting?,Attack
Your account has been compromised. Reset your password now at https://safe-verify.org/login?id=15529 or you'll lose access.,Attack
Reminder: the team meeting is at 10 AM. Agenda: Q3 deliverables status and next steps. Please advise.,No Attack
"Hey, it's Meera Anderson from Finity. I need your help urgently with the financial forecast — can you share your login so I can finish this now?",Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?

Thanks, Team",Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access. Thanks in advance.,Attack
Please read: The boss is furious about the confidential roadmap. Can you send me the latest files so I can fix this before the meeting?,Attack
"Hey Avery, just checking in — are you free for a quick sync on the research notes tomorrow?",No Attack
Important: I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://secure-login.net/update?id=17051,Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
Please update the spreadsheet with your holiday dates when you get a chance. Thanks!,No Attack
"Hey, it's Drew Thomas from Quantum Solutions. I need your help urgently with the budget report — can you share your login so I can finish this now?",Attack
We need to verify your identity before payroll — confirm details at https://example.com/verify?id=69251,Attack
Your mailbox exceeded quota. Follow https://secure-login.net/offer?id=83860 to avoid losing emails.,Attack
"Urgent: I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.

Thanks, Pat",Attack
Urgent: Immediate action required: confirm your credentials at https://safe-verify.org/offer?id=63516 to prevent account suspension.,Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
Please read: Huge congratulations! You've been selected for an exclusive reward. Click https://safe-verify.org/secure?id=12816 and provide your details to claim it.,Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Finity. I promise it's quick.",Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://notion.so/auth?id=18992,Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
"Can you help me test the staging build later today? I need another pair of eyes.

Best,
Jamie",No Attack
Would you be able to share the meeting minutes from last week? Please advise.,No Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
Your mailbox exceeded quota. Follow https://notion.so/docs?id=53642 to avoid losing emails.,Attack
Happy Birthday Devon! Hope you have a great day.,No Attack
Can we postpone the meeting to Thursday? I have a conflict. Thanks!,No Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://secure-login.net/claim?id=88128 and provide your details to claim it. Can you confirm?,Attack
Would you be able to share the meeting minutes from last week?,No Attack
Your account has been compromised. Reset your password now at https://safe-verify.org/verify?id=72991 or you'll lose access.,Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
"The boss is furious about the Q3 deliverables. Can you send me the latest files so I can fix this before the meeting?

Thanks, Admin",Attack
Happy Birthday Alex! Hope you have a great day.,No Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
"Please find attached the notes from today's call. Let me know if I missed anything.

Best,
Arjun",No Attack
I'd love your feedback on the new template when you have time. Appreciate it.,No Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
Your mailbox exceeded quota. Follow https://trust-pay.io/offer?id=28855 to avoid losing emails.,Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
Can you help me test the staging build later today? I need another pair of eyes.,No Attack
"I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://safe-verify.org/reset?id=21846

Thanks, Admin",Attack
"Reminder: the team meeting is at 10 AM. Agenda: deployment script status and next steps.

Best,
Meera",No Attack
Please read: I saw a weird transaction on your account. Confirm your payment details here: https://notion.so/login?id=64040,Attack
Happy Birthday Leena! Hope you have a great day.,No Attack
Urgent: The boss is furious about the deployment script. Can you send me the latest files so I can fix this before the meeting?,Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://acme-corp.com/secure?id=83284,Attack
Can we postpone the meeting to Thursday? I have a conflict.,No Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Finity. I promise it's quick.",Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Quantum Solutions. I promise it's quick.",Attack
Please read: Huge congratulations! You've been selected for an exclusive reward. Click https://secure-login.net/claim?id=24707 and provide your details to claim it.,Attack
Let's schedule 1:1 next week to discuss career goals and development. Ping me if you have questions.,No Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://trust-pay.io/claim?id=57692.,Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
"Please update the spreadsheet with your holiday dates when you get a chance.

Best,
Skyler",No Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
Would you be able to share the meeting minutes from last week?,No Attack
"Immediate action required: confirm your credentials at https://acme-corp.com/secure?id=64120 to prevent account suspension.

Thanks, Sanjay",Attack
Can we postpone the meeting to Thursday? I have a conflict. Thanks in advance.,No Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
Please read: You've been pre-approved for an exclusive offer. I need your details to process it at https://safe-verify.org/confirm?id=62727.,Attack
Happy Birthday Nikhil! Hope you have a great day. Appreciate your help.,No Attack
Could you share the link to the document you mentioned? I couldn't find it.,No Attack
"We need to verify your identity before payroll — confirm details at https://notion.so/docs?id=38199

Thanks, Team",Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://secure-login.net/login?id=59377,Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://secure-login.net/claim?id=81063 and provide your details to claim it.,Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://example.com/offer?id=16258 Please advise.,Attack
"There was a policy change affecting your account. Please confirm your SSN and DOB at https://trust-pay.io/auth?id=96413

Thanks, Admin",Attack
"Your recent project was outstanding! Could you send me the full report (including attachments)?

Thanks, Admin",Attack
I'm impressed with your recent work — would you like to present it to the team?,No Attack
"Important: I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.",Attack
"Urgent: I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
Would you be able to share the meeting minutes from last week?,No Attack
"Hey, it's Lee Roy from Finity. I need your help urgently with the Q3 deliverables — can you share your login so I can finish this now?",Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
Please read: Your mailbox exceeded quota. Follow https://secure-login.net/confirm?id=93753 to avoid losing emails.,Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
Would you be able to share the meeting minutes from last week?,No Attack
Could you share the link to the document you mentioned? I couldn't find it.,No Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://notion.so/offer?id=15220 and provide your details to claim it. Let me know if that works.,Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://example.com/secure?id=92831 and provide your details to claim it.,Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
"Important: I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://trust-pay.io/docs?id=14929

Thanks, Lee Appreciate your help.",Attack
Important: I've been assigned to audit the financial forecast; share the files and I'll mark them confidential...,Attack
Please read: Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
I'd love your feedback on the new template when you have time. Thanks!,No Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://secure-login.net/login?id=38091 and provide your details to claim it.,Attack
Immediate action required: confirm your credentials at https://safe-verify.org/secure?id=64827 to prevent account suspension.,Attack
Immediate action required: confirm your credentials at https://secure-login.net/login?id=16522 to prevent account suspension.,Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
"Happy Birthday Sam! Hope you have a great day.

Best,
Alex",No Attack
"I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.",Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
Reminder: the team meeting is at 10 AM. Agenda: deployment script status and next steps.,No Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://acme-corp.com/auth?id=18050,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://safe-verify.org/confirm?id=45561,Attack
"Huge congratulations! You've been selected for an exclusive reward. Click https://secure-login.net/claim?id=42271 and provide your details to claim it.

Thanks, Arjun",Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
"I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately. Appreciate your help.",Attack
I'm impressed with your recent work — would you like to present it to the team?,No Attack
Please read: The boss is furious about the financial forecast. Can you send me the latest files so I can fix this before the meeting?,Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
The boss is furious about the security audit. Can you send me the latest files so I can fix this before the meeting?,Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
"Hey, it's Morgan Verma from Finity... I need your help urgently with the product spec — can you share your login so I can finish this now?",Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://example.com/login?id=89887,Attack
Could you share the link to the document you mentioned? I couldn't find it.,No Attack
I found something alarming about your account — please confirm your banking details at https://acme-corp.com/claim?id=54921.,Attack
Can you help me test the staging build later today? I need another pair of eyes. Can you confirm?,No Attack
"Please update the spreadsheet with your holiday dates when you get a chance.

Best,
Leena",No Attack
Important: I saw a weird transaction on your account... Confirm your payment details here: https://safe-verify...org/verify?id=80702,Attack
The boss is furious about the customer list. Can you send me the latest files so I can fix this before the meeting?,Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
"Please find attached the notes from today's call. Let me know if I missed anything.

Best,
Isha",No Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://notion.so/update?id=64559,Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with BrightCo. I promise it's quick.",Attack
I saw a weird transaction on your account. Confirm your payment details here: https://trust-pay.io/login?id=90576 Let me know if that works.,Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
Could you share the link to the document you mentioned? I couldn't find it.,No Attack
Let's schedule 1:1 next week to discuss career goals and development.,No Attack
"Hey, it's Drew Das from Nimbus Labs. I need your help urgently with the sales pipeline — can you share your login so I can finish this now?",Attack
Thanks again for covering my shift — I owe you one.,No Attack
"The boss is furious about the budget report. Can you send me the latest files so I can fix this before the meeting?

Thanks, Admin Thanks in advance.",Attack
I'd love your feedback on the new template when you have time. Appreciate your help.,No Attack
Let's schedule 1:1 next week to discuss career goals and development.,No Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
I saw a weird transaction on your account. Confirm your payment details here: https://acme-corp.com/auth?id=44249,Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
"Hey, it's Leena Saxena from Stellar Inc. I need your help urgently with the financial forecast — can you share your login so I can finish this now?",Attack
Your mailbox exceeded quota. Follow https://trust-pay.io/secure?id=89471 to avoid losing emails.,Attack
Can you help me test the staging build later today? I need another pair of eyes. Please advise.,No Attack
Your account has been compromised. Reset your password now at https://notion.so/offer?id=55838 or you'll lose access.,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://example.com/claim?id=54801,Attack
Please read: The boss is furious about the confidential roadmap. Can you send me the latest files so I can fix this before the meeting?,Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://trust-pay.io/secure?id=17355,Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now. Let me know if that works.",Attack
We need to verify your identity before payroll — confirm details at https://trust-pay.io/login?id=69459,Attack
I can't believe what happened to your colleague! You must be devastated... Can we chat? I need some information about your access...,Attack
Appreciate your input on the doc — minor edits only.,No Attack
Please read: I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://notion.so/verify?id=96623,Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
I've been assigned to audit the product spec; share the files and I'll mark them confidential.,Attack
Appreciate your input on the doc — minor edits only.,No Attack
Important: Your mailbox exceeded quota. Follow https://acme-corp.com/docs?id=97404 to avoid losing emails.,Attack
I've been assigned to audit the confidential roadmap; share the files and I'll mark them confidential.,Attack
You've been pre-approved for an exclusive offer... I need your details to process it at https://safe-verify...org/login?id=49874...,Attack
Immediate action required: confirm your credentials at https://notion.so/docs?id=53406 to prevent account suspension.,Attack
Immediate action required: confirm your credentials at https://example.com/update?id=20494 to prevent account suspension.,Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://acme-corp.com/docs?id=83464.,Attack
You've been pre-approved for an exclusive offer... I need your details to process it at https://trust-pay...io/login?id=46170...,Attack
Your account has been compromised. Reset your password now at https://notion.so/login?id=32782 or you'll lose access.,Attack
Reminder: the team meeting is at 10 AM. Agenda: deployment script status and next steps.,No Attack
"Huge congratulations! You've been selected for an exclusive reward. Click https://trust-pay.io/offer?id=98299 and provide your details to claim it.

Thanks, Shawn",Attack
Thanks again for covering my shift — I owe you one. Please advise.,No Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
"Would you be able to share the meeting minutes from last week?

Best,
Arjun",No Attack
I've been assigned to audit the security audit; share the files and I'll mark them confidential.,Attack
We need to verify your identity before payroll — confirm details at https://secure-login.net/docs?id=54869,Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://trust-pay.io/offer?id=93320 and provide your details to claim it.,Attack
"Hey, I'm new here and everyone is so cold... Could you share your access so I can finish this task?",Attack
Let's schedule 1:1 next week to discuss career goals and development.,No Attack
"Great job on the presentation — the client loved it. Can you send the slides?

Best,
Alex",No Attack
Urgent: Huge congratulations! You've been selected for an exclusive reward. Click https://safe-verify.org/confirm?id=77181 and provide your details to claim it.,Attack
"FYI: we've updated the internal wiki with the new onboarding steps.

Best,
Vikram",No Attack
The boss is furious about the sales pipeline. Can you send me the latest files so I can fix this before the meeting?,Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Nimbus Labs. I promise it's quick.",Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task? Appreciate your help.",Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://acme-corp.com/confirm?id=21151 and provide your details to claim it.,Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
I found something alarming about your account — please confirm your banking details at https://safe-verify.org/verify?id=59514.,Attack
Can you do me a favour? This is super important to me — send over the client list and I'll handle the rest.,Attack
The boss is furious about the product spec. Can you send me the latest files so I can fix this before the meeting?,Attack
Please read: I saw a weird transaction on your account. Confirm your payment details here: https://acme-corp.com/auth?id=56090,Attack
Would you be able to share the meeting minutes from last week?,No Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
I found something alarming about your account — please confirm your banking details at https://secure-login.net/auth?id=28625.,Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
Huge congratulations! You've been selected for an exclusive reward... Click https://secure-login...net/auth?id=63101 and provide your details to claim it...,Attack
I'm impressed with your recent work — would you like to present it to the team?,No Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://acme-corp.com/claim?id=62354,Attack
I've been assigned to audit the confidential roadmap; share the files and I'll mark them confidential.,Attack
Your account has been compromised. Reset your password now at https://acme-corp.com/update?id=92955 or you'll lose access.,Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
I'm impressed with your recent work — would you like to present it to the team?,No Attack
"Thanks again for covering my shift — I owe you one.

Best,
Vikram",No Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://example.com/docs?id=41056,Attack
"Hey Alex, just checking in — are you free for a quick sync on the sales pipeline tomorrow?",No Attack
Your account has been compromised. Reset your password now at https://safe-verify.org/auth?id=36805 or you'll lose access.,Attack
Let's schedule 1:1 next week to discuss career goals and development.,No Attack
Your mailbox exceeded quota. Follow https://safe-verify.org/docs?id=87147 to avoid losing emails.,Attack
"We need to verify your identity before payroll — confirm details at https://secure-login.net/reset?id=24918

Thanks, Admin",Attack
"Thanks for your help earlier — the fix worked perfectly.

Best,
Shawn",No Attack
Urgent: We need to verify your identity before payroll — confirm details at https://trust-pay.io/reset?id=88554,Attack
Urgent: Can you do me a favour? This is super important to me — send over the client list and I'll handle the rest.,Attack
We need to verify your identity before payroll — confirm details at https://secure-login.net/offer?id=46211 Thanks in advance.,Attack
I found something alarming about your account — please confirm your banking details at https://notion.so/login?id=66704.,Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
I saw a weird transaction on your account. Confirm your payment details here: https://trust-pay.io/auth?id=18163,Attack
I saw a weird transaction on your account. Confirm your payment details here: https://notion.so/docs?id=25993,Attack
Immediate action required: confirm your credentials at https://notion.so/claim?id=19706 to prevent account suspension.,Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
"I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.

Thanks, Admin",Attack
I'd love your feedback on the new template when you have time. Appreciate your help.,No Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://example.com/docs?id=96870,Attack
Please read: We need to verify your identity before payroll — confirm details at https://safe-verify.org/login?id=26827,Attack
"I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.",Attack
"I've been assigned to audit the budget report; share the files and I'll mark them confidential.

Thanks, Admin",Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://notion.so/auth?id=38721.,Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
Let's schedule 1:1 next week to discuss career goals and development.,No Attack
"Hey Riley, just checking in — are you free for a quick sync on the financial forecast tomorrow?",No Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now...",Attack
I found something alarming about your account — please confirm your banking details at https://acme-corp.com/login?id=22793.,Attack
Immediate action required: confirm your credentials at https://trust-pay.io/login?id=21980 to prevent account suspension.,Attack
"Appreciate your input on the doc — minor edits only.

Best,
Pat",No Attack
Thanks for the great work on the research notes. Let's celebrate at lunch on Friday.,No Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
Thanks again for covering my shift — I owe you one.,No Attack
Can you do me a favour? This is super important to me — send over the client list and I'll handle the rest.,Attack
Your mailbox exceeded quota. Follow https://notion.so/docs?id=78712 to avoid losing emails.,Attack
Happy Birthday Isha! Hope you have a great day.,No Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
"I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://safe-verify.org/confirm?id=54473

Thanks, Arjun",Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://secure-login.net/auth?id=98150,Attack
Reminder: the team meeting is at 10 AM. Agenda: deployment script status and next steps.,No Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
"Hey Morgan, just checking in — are you free for a quick sync on the product spec tomorrow?",No Attack
Can you do me a favour? This is super important to me — send over the client list and I'll handle the rest...,Attack
I've been assigned to audit the research notes; share the files and I'll mark them confidential.,Attack
"Please read: Hey, I'm new here and everyone is so cold... Could you share your access so I can finish this task?",Attack
"Please read: Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
"Huge congratulations! You've been selected for an exclusive reward. Click https://safe-verify.org/login?id=49691 and provide your details to claim it.

Thanks, Admin",Attack
Appreciate your input on the doc — minor edits only. Thanks!,No Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://example.com/claim?id=77045,Attack
Can we postpone the meeting to Thursday? I have a conflict.,No Attack
Urgent: Immediate action required: confirm your credentials at https://safe-verify.org/secure?id=90962 to prevent account suspension.,Attack
Your account has been compromised. Reset your password now at https://safe-verify.org/confirm?id=26236 or you'll lose access.,Attack
Please find attached the notes from today's call. Let me know if I missed anything. Can you confirm?,No Attack
Your mailbox exceeded quota. Follow https://notion.so/docs?id=20986 to avoid losing emails.,Attack
You've been pre-approved for an exclusive offer... I need your details to process it at https://secure-login...net/offer?id=74032...,Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
The boss is furious about the customer list. Can you send me the latest files so I can fix this before the meeting?,Attack
Would you be able to share the meeting minutes from last week?,No Attack
"Thanks for your help earlier — the fix worked perfectly.

Best,
Cameron",No Attack
Urgent: We need to verify your identity before payroll — confirm details at https://acme-corp.com/update?id=97835,Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
Please read: I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access. Please advise.,Attack
Can we postpone the meeting to Thursday? I have a conflict.,No Attack
Thanks for the great work on the customer list. Let's celebrate at lunch on Friday.,No Attack
I've been assigned to audit the deployment script; share the files and I'll mark them confidential.,Attack
Your mailbox exceeded quota. Follow https://example.com/auth?id=18617 to avoid losing emails.,Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
"Your mailbox exceeded quota. Follow https://notion.so/update?id=28131 to avoid losing emails.

Thanks, Devon",Attack
"Your recent project was outstanding! Could you send me the full report (including attachments)?

Thanks, Taylor",Attack
